name,code,latitude,longitude
Рекитянский район,14248,50.841134,35.874715
Урюпинский,18254,50.836271000000004,41.792987
Тымовский район,64250,50.82982,142.755863
Краснокутский район,63223,50.825735,46.978593
Бутурлиновский район,20208,50.823852,40.608792
Краснояружский район,14243,50.813398,35.540892
Ровенский район,63239,50.811736,46.255601
Руднянский,18247,50.798177,44.356698
Агинский район,76202,50.797448,114.589852
Дульдургинский район,76211,50.796065,113.380513
Корочанский район,14240,50.79471,37.168073
Домбаровский,53217,50.784728,59.307826
Улаганский район,84230,50.782028,88.394197
Киквидзенский,18220,50.757676,43.16917
Новооскольский район,14244,50.752986,37.829009
Благовещенский район,10211,50.750285,127.52279
Джидинский район,81212,50.744688,105.205709
Онгудайский район,84220,50.735733,86.935216
Закаменский район,81221,50.733749,103.508172
Белогорский район,10205,50.732449,128.470377
Яковлевский район,14258,50.720104,36.257586
Каменский район,20217,50.688535,39.404887
Питерский район,63236,50.671749,47.466144
Воробьевский район,20212,50.665817,41.039399
Бичурский район,81209,50.604716,107.686515
Белгород,14401,50.59566,36.587223
Красногвардеский район,14242,50.595569,38.324475
Борисовский район,14215,50.588232,35.992349
Комсомольск-на-Амуре,8409,50.549923,137.007948
Павловский район,20233,50.540478,40.18997
Алексеевский район,14205,50.53453,38.790754
Грайворонский район,14232,50.5322,35.654852
Новоаннинский,18238,50.529658,42.66667
Новоузенский район,63230,50.504875,48.037024
Подгоренский район,20241,50.492573,39.717366
Шебекинский  район,14256,50.488109,37.062234
Ивановский район,10228,50.485003,128.09216
Комсомольский район,8250,50.480337,138.011294
Комсомольский район,8220,50.480337,138.011294
Северо-Курильский район,64243,50.477333,155.755348
Волоконовский район,14230,50.466716,37.798592
Борзинский район,76209,50.451473,116.719731
Старополтавский,18252,50.437196,46.492487
Белгородский район,14210,50.424371,36.497346
Калачеевский район,20215,50.41427,41.058398
Приаргунский район,76238,50.409574,118.77389
Даниловский,18206,50.3815,44.105412
Кяхтинский район,81233,50.35495,106.941344
Нехаевский,18234,50.333881,41.702329
Ононский район,76234,50.330403,115.121601
Ольховатский район,20229,50.328085,39.241142
Котовский,18226,50.307879,44.868459
Благовещенск,10401,50.290658,127.527173
Акшинский район,76203,50.248898,113.124071
7 - Завитинский район,10221,50.221858,129.560896
Верхнемамонский район,20210,50.204674,40.377673
Алексеевский,18202,50.202218,42.20985
Октябрьский район,10238,50.197311,128.696636
Валуйский район,14220,50.187962,38.018661
Россошанский район,20247,50.174972,39.694369
Камышинский,18218,50.166508,45.312209
Вейделевский район,14225,50.162734,38.577853
Александрово-Гайский район,63202,50.14554,48.489289
Михайловский,18232,50.139611,43.243649
Петропавловский район,20237,50.10694,40.987764
Бурейский район,10215,50.105773,130.195969
Усть-Коксинский район,84240,50.09068,85.648074
Краснокаменский район,76221,50.09031,118.080104
Красночикойский район,76222,50.07727,109.514164
Тамбовский район,10251,50.064376,128.011779
Ровеньский район,14250,50.039274,38.986102
Николаевский,18236,50.027898,45.946572
Ванинский район,8212,49.975486,139.720052
Смирныховский район,64246,49.962576,142.915251
Забайкальский район,76212,49.905782,117.23849
Богучарский район,20205,49.848392,40.570487
Фроловский,18256,49.834588,43.779431
Ольховский,18243,49.819508,44.566311
Кумылженский,18246,49.797295,42.404982
Райчихинск,10420,49.794114,129.411255
Кош-Агачский район,84210,49.791828,87.991545
Кантемировский район,20216,49.785221,39.842645
Верхнедонский район,60208,49.747395,41.198832
Константиновский район,10230,49.705291,128.074517
Михайловский район,10235,49.702914,128.848424
Амурский район,8203,49.684418,135.607681
Кыринский район,76224,49.667904,111.472321
Хабаровский район,8255,49.654217,134.125955
Шолоховский район,60211,49.652497,41.771724
Архаринский район,10200,49.533015,130.623684
Поронайский район,64240,49.504697,143.719477
Быковский,18204,49.498489,45.413188
Серафимовичский,18250,49.496711,42.726013
Палласовский,18245,49.431346,46.403455
Чертковский район,60258,49.416567,40.583504
Дубовский,18208,49.345032,44.771531
Иловлинский,18214,49.309674,43.956777
Нанайский район,8228,49.301662,136.954148
Боковский район,60207,49.287873,41.685665
Углегорский район,64252,49.185763,142.140643
Клетский,18222,49.162533,42.962288
Кашарский район,60224,49.040465,41.276024
Средне-ахтубенский,18251,49.011908,45.187684
Миллеровский район,60232,48.997943,40.420945
Советский район,60252,48.957307,42.200984
Облученский район,99220,48.916129,131.845087
Городищенский,18205,48.879035,44.21497
Ленинский,18230,48.80767,45.361652
Биробиджан,99401,48.794668,132.921754
Волжский,80511,48.786293,44.751867
Милютинский район,60233,48.707579,41.674849
Волгоград,80512,48.707103,44.516939
Тарасовский район,60253,48.699629,40.066739
Обливский район,60240,48.684005,42.361234
Калачевский,18216,48.612725,43.64392
ЗАТО Знаменск,12519,48.586634,45.736744
Суровикинский,18253,48.586568,42.986417
Макаровский район,64224,48.520944,142.714163
Ахтубинский район,12205,48.481698,46.206625
Хабаровск,8401,48.480223,135.071917
Смидовичский район,99230,48.449809,133.569026
Биробиджанский район,99205,48.446331,132.825554
Каменский район,60223,48.382462,40.348083
Советско-Гаванский район,8242,48.372115,139.354383
Донецк,60417,48.335137,39.945988
Каменск-Шахтинский,60419,48.320515,40.268923
Светлоярский,18249,48.295381,44.774136
Белока-литвенский район,60206,48.22026,40.900286
Морозовский район,60234,48.213212,41.841568
Тацинский район,60254,48.196872,41.351474
Чернышковский,18258,48.181267,42.519086
Томаринский район,64248,48.16928,142.153094
Октябрьский район,99225,48.130073,131.290135
Ленинский район,99210,48.084024,132.203434
Гуково,60415,48.058442,39.940274
Октябрьский,18242,48.044836,43.697505
Зверево,60418,48.028358,40.123073
Черноярский район,12250,48.010561,45.966227
Малодербетовский,85220,47.93805,44.945912
Красносулинский район,60226,47.894824,40.058259
Цимлянский район,60257,47.79459,42.207263
Куйбышевский район,60227,47.767447,39.115594
Новошахтинск,60430,47.757738,39.93643
Котельниковский,18224,47.729508,43.263403
Волгодонский район,60212,47.728732,41.268128
Шахты,60440,47.708485,40.215958
Константиновский район,60225,47.703986,41.332528
им. Лазо район,8224,47.703276,136.43176
Усть-Донецкий район,60255,47.683814,40.752944
Сарпинский,85232,47.671086,44.291202
Родионово-Несветайский район,60248,47.64103,39.589069
Матвеево-Курганский район,60231,47.583286,38.762727
Октябрьский,85223,47.577943,45.473501
Волгодонск,60412,47.516545,42.198423
Октябрьский район,60241,47.497986,40.235595000000004
Вяземский район,8217,47.461069,134.938499
Семикаракорский район,60251,47.439163,40.98082
Новочеркасск,60427,47.422552,40.093213
Харабалинский район,12245,47.408973,47.651377
Мясниковский район,60235,47.373116,39.468021
Дубовский район,60213,47.353529,42.969106
Аксайский район,60202,47.28334,39.936223
Мартыновский район,60230,47.272678,41.577086
Багаевский район,60205,47.2635,40.408117
Ростов-на-Дону,60401,47.222543,39.718732
Таганрог,60437,47.220983,38.9173
Холмский район,64254,47.214795,142.080761
Городской район,64212,47.214795,142.080761
Неклиновский район,60236,47.200844,38.50385
Веселовский район,60209,47.156425,40.809251
Батайск,60407,47.126833,39.759479
Кетченеровский,85225,47.117335,44.966824
Юстинский,85246,47.05426,46.324107
Енотовский район,12215,47.054217,47.096469
Зимовниковский район,60219,47.038694,42.687215
Заветнинский район,60217,47.012102,43.797272
Южно-Сахалинск,64401,46.959155,142.738023
Кагальницкий район,60222,46.938178,40.031867
Азовский район,60201,46.935298,39.233695
Орловский район,60242,46.912834,42.084292
Бикинский  район,8209,46.891796,134.223189
Красноярский район,12230,46.880235,48.399458
Пролетарский район,60245,46.863183,41.67908
Зерноградский район,60218,46.818666,40.495029
Щербиновский район,3259,46.713427,38.605252
Пожарский район,5234,46.691655,135.64471
Кущевский район,3228,46.638983,39.456666
Целинский район,60256,46.602335,41.000762
Целинный,85237,46.555568,44.425589
Сальский район,60250,46.52037,41.5789
Ейский район,3216,46.514411,38.013038
Ремонтненский район,60247,46.486651,43.459173
Егорлыкский район,60215,46.479577,40.556914
Невельский район,64228,46.453166,141.904323
Корсаковский район,64216,46.435133,143.516602
Наримановский район,12240,46.425089,47.33269
Анивский район,64208,46.381799,142.324205
Крыловский район,3224,46.377777,40.01735
Яшкульский,85254,46.36761,45.682207
Астрахань,12401,46.347869,48.033574
Элиста,80417,46.308309,44.270181
Володарский район,12210,46.306074,48.642569
Яшалтинский,85250,46.27077,42.452161
Приволжский район,12242,46.256727,48.184428
Ленинградский район,3232,46.232756,39.373204
Песчанокопский район,60244,46.165394,41.292041
Армянск,8116,46.109334,33.691414
Павловский район,3239,46.085474,39.872955
Приютненский,85228,46.081911,43.917125
Камызякский район,12225,46.07766,48.078139
Городовиковский,85205,46.074659,41.923135
Приморско-Ахтарский район,3241,46.049132,38.186296
Красноперекопский,8106,45.993498,33.828245
Белоглинский район,3207,45.98408,40.963096
Новопокровский район,3235,45.966186,40.613346
Тернейский район,5240,45.909527,137.505435
Апанасенковский район,7205,45.880912,43.396857
Тихорецкий район,3254,45.854787,40.127079
Брюховецкий район,3210,45.840549,39.039731
Лиманский район,12235,45.839287,47.336984
Красноармейский район,5214,45.827556,135.533516
Красногвардейский район,7230,45.806112,41.590812
Джанкойский,8103,45.794086,34.436854
Икрянский район,12220,45.786846,47.694226
Ипатовский район,7222,45.781385,42.655136
Ики-Бурульский,85210,45.747383,44.776498
Раздольненский,8110,45.700087,33.377407
Выселковский район,3212,45.671527,39.796768
Калининский район,3219,45.618537,38.395702
Первомайский,8109,45.59821,33.832467
Тимашевский район,3253,45.592818,38.935922
Труновский район,7254,45.558253,42.055789
Кореновский район,3221,45.519921,39.392904
Славянский район,3245,45.481785,37.788243
Черноморский,8114,45.4775,32.770092
Новоалександровский район,7243,45.471079,41.172754
Нижнегорский,8108,45.449737,34.734501
Черноземельский,85242,45.447069,46.052205
Туркменский район,7256,45.439803,43.619199
Кавказский район,3218,45.434155,40.575033
Красногвардейский,8105,45.401947,34.254522
Тбилисский район,3249,45.392713,40.16285
Дальнереченский район,5207,45.35684,134.307522
Керчь,8119,45.356219,36.467378
Советский,8113,45.340396,34.928996
Изобильненский район,7220,45.331292,41.66583
Красноармейский район,3223,45.322883,38.373388
Арзгирский район,7207,45.295702,44.296915
Динской район,3214,45.292551,39.077182
Петровский район,7246,45.29089,42.82542
Темрюкский район,3251,45.288449,37.058668
Гулькевичский район,3213,45.286172,40.679848
Сакский,8111,45.278473,33.510789
Усть-Лабинский район,3257,45.27527,39.812669
Мостовской район,3233,45.272365,38.951409
Каневский район,3220,45.272365,38.951409
Староминской район,3247,45.272365,38.951409
Ленинский,8107,45.264975,36.038127
Евпатория,8118,45.190445,33.366861
Лаганский,85215,45.148111,47.194341
Грачевский район,7217,45.13579,42.465043
Кировский,8104,45.122303,35.180299
Красногвардейский,79218,45.098207,39.665695
Белогорский,8102,45.063037,34.556707
Курильский район,64220,45.060357,147.845286
Благодарненский район,7210,45.051105,43.587497
Ставрополь,7401,45.044521,41.969083
Лесозаводской,5411,45.04198,134.709375
Большекаменский,5506,45.04198,134.709375
Фокинский,5547,45.04198,134.709375
Краснодар,3401,45.035566,38.974711
Шовгеновский,79240,45.032139,40.126845
Феодосия,8124,45.031929,35.382429
Левокумский район,7236,45.013644,44.938087
Кировский район,5212,45.002346,133.654914
Армавир,3405,45.001116,41.132429
Крымский район,3225,44.998892,37.898125
Симферопольский,8112,44.984154,34.036798
Курганинский район,3227,44.977307,40.606555
Симферополь,8122,44.948314,34.100192
Тахтамукайский,79230,44.948059,38.921702
Ханкайский район,5246,44.92782,131.994917
Шпаковский район,7258,44.921259,42.15561
Теучежский,79233,44.908296,39.34779
Анапа,3403,44.894958,37.316206
Адыгейск,79403,44.882365,39.191151
Абинский район,3201,44.86763,38.284158
Успенский район,3256,44.853478,41.406253
Судак,8123,44.850526,34.976157
Гиагинский,79205,44.837814,40.194812
Белоречинский район,3208,44.807184,39.753739
Новокубанский район,3234,44.791943,41.088294
Кошехабльский,79215,44.777414,40.539864
Северский район,3243,44.758184,38.699297
Спасский район,5237,44.754625,132.906977
Спасский,5420,44.754625,132.906977
Новоселицкий район,7244,44.74629,43.477741
Кочубеевский район,7228,44.738806,41.655616
Новороссийск,3420,44.723752,37.768831
Александровский район,7202,44.717129,43.009629
Бахчисарайский район,8101,44.710282,33.898466
Дальнегорский,5407,44.676635,135.661787
Алушта,8115,44.676379,34.410048
Южно-Сухокумск,82438,44.660166,45.649966
Невинномысск,7424,44.638287,41.936061
Горячий ключ,3409,44.634425,39.135563
Будённовский район,7212,44.628216,44.13441
Севастополь,8126,44.616687,33.525432
Инкерман,8127,44.613588,33.610071
Майкоп,79401,44.609764,40.100516
Нефтекумский район,7241,44.603494,45.1295
Пограничный район,5232,44.60049,131.434998
Андроповский район,7232,44.591196,42.494625
Геленджик,3408,44.561141,38.076809
Ялта,8125,44.495273,34.166353
Лабинский район,3230,44.472765,40.963994
Ногайский район,82240,44.440814,45.928678
Тарумовский район,82249,44.435897,46.652396
Яковлевский район,5259,44.433721,133.543263
Адыге-Хабальский район,91225,44.393704,41.756479
Кавалеровский район,5210,44.380415,135.146693
Хорольский район,5250,44.373064,132.121787
Ногайский район,1,44.366143,41.889457
Советский район,7250,44.343178,43.934885
Минераловодский район,7239,44.336789,42.971882
Апшеронский район,3205,44.328852,39.700155
Отрадненский район,3237,44.307415,41.416152
Чугуевский район,5255,44.303938,134.201566
Георгиевский район,7215,44.273752,43.453585
Степновский район,7252,44.269499,44.546072
Черниговский район,5253,44.267627,132.583206
Южно-Курильский район,64256,44.261617,146.000731
Туапсинский район,3255,44.253844,39.137773
Майкопский,79222,44.244333,40.168339
Прикубанский район,91230,44.233057,42.292513
Черкесск,91405,44.226863,42.04677
Хазбесский район,91203,44.194149,41.857135
Арсеньевский,5403,44.156664,133.268576
Кизлярский район,82227,44.147946,47.190209
Железноводск,7412,44.132058,43.030533
Лермонтов,7418,44.105344,42.973175
Октябрьский район,5226,44.086078,131.549362
Абазинский район,91201,44.045912,41.868203
Ессентуки,7410,44.044526,42.85891
Пятигорск,7427,44.03929,43.07084
Михайловский район,5220,43.991415,132.338334
Курский район,7233,43.989287,44.860644
Кировский район,7225,43.989099,43.717969
Усть-Джегутинский район,91240,43.964818,42.087868
Анучинский район,5202,43.946252,133.050824
Предгорный район,7248,43.936334,42.858568
Кисловодск,7415,43.905225,42.716796
Кизляр,82430,43.84738,46.711685
Прохладненский район,83235,43.832399,43.993554
Малокарачаевский район,91220,43.800474,42.450994
Уссурийский,5423,43.794501,131.869028
Урупский район,91235,43.774697,41.026131
Карачаевск,61405,43.773167,41.914313
Наурский район,96008,43.770426,45.475828
Прохладный,83410,43.758962,44.010083
Зольский район,83230,43.741171,42.911048
Моздокский район,90230,43.709575,44.557283
Зеленчукский район,91210,43.692852,41.475046
Баксанский район,83248,43.683074,43.499067
Ольгинский район,5228,43.676645,134.956735
Шелковской район,96015,43.650756,46.193788
Майский район,83240,43.646189,43.976594
Надтеречный район,96007,43.58796,45.143496
Сочи,3426,43.585525,39.723062
Бабаюртовский район,82207,43.578335,47.139912
Терский район,83225,43.55233,44.263596
Урванский район,83220,43.505028,43.852572
Карачаевский район,91215,43.498025,42.001396
Нальчик,83401,43.485259,43.607072
Надеждинский район,5223,43.465162,131.818551
Чегемский район,83218,43.464599,43.33614
Партизанский район,5230,43.432844,133.433803
Малгобекский район,26215,43.416115,44.691778
Артёмовский,5405,43.395733,132.221913
Эльбрусский район,83210,43.395012,42.840153
Лескенский район,83245,43.389627,43.969865
Хасавюртовский район,82254,43.354312,46.644213
Кировский район,90225,43.345416,44.253984
Шкотовский район,5257,43.337587,132.736549
Гудермесский район,96004,43.33644,46.1989
Грозный,96401,43.317776,45.694909
Карабулак,26408,43.305594,44.909404
Гронзенский район,96003,43.298397,45.559524
Аргун,96402,43.292925,45.866927
Сунженский район,96010,43.28463,45.179483
Правобережный район,90235,43.269212,44.519338
Хасавюрт,82435,43.246265,46.590044
Назрань,26406,43.225727,44.764641
Кизилюртовский район,82226,43.221484,46.936309
Кизилюрт,82425,43.204637,46.866878
Назрановский район,26220,43.193313,44.888734
Курчалоевский район,96006,43.185886000000004,46.150004
Черекский район,83215,43.173579,43.42969
Магас,26401,43.171501,44.81624
Новолакский район,82239,43.170226,46.486684
Кумторкалинский район,82236,43.165498,47.233786
Ардонский район,90210,43.158981,44.343564
Сунженский  район,26230,43.149386,45.047242
Шалинский район,96012,43.144472,45.902959
Партизанск,5417,43.127953,133.126507
Дигорский район,90215,43.120912,44.055798
Владивосток,5401,43.115536,131.885485
Урус-Мартановский район,96011,43.088422,45.535943
Лазовский район,5217,43.084077,133.893489
Ачхой-Мартановский район,96001,43.03184,45.262334
Казбековский район,82222,43.023621,46.669024
Ножай-Юртовский район,96009,43.023582,46.360291
Владикавказ,90401,43.02055,44.68187
Махачкала,82401,42.98306,47.504682
Ирафский район,90220,42.951724,43.741864
Веденский районд,96002,42.909074,46.059912
Каспийск,82420,42.890833,47.635674
Пригородный район,90240,42.862695,44.472374
Шатойский район,96014,42.862536,45.755985
Хасанский район,5248,42.852021,131.339507
Алагирский район,90205,42.825941,44.11046
Буйнакск,82405,42.821749,47.115927
Джейрахский район,26205,42.798639,44.912665
Гумбетовский район,82215,42.797634,46.569823
Ботлихский район,82209,42.761464,46.26498
Буйнакский район,82211,42.734729,47.088555
Находкинский,5414,42.730113,132.873048
Карабудахкентский район,82235,42.708029,47.613001
Итум-Калинский район,96005,42.707692,45.450136
Унцукульский район,82253,42.691876,46.86059
Шаройский район,96013,42.597943,45.781578
Ахвахский район,82205,42.595759,46.341373
Хунзахский район,82256,42.578534,46.673084
Избербаш,82415,42.565141,47.871078
Гергебильский район,82213,42.52322,47.017373
Каякентский район,82224,42.462104,47.95975
Цумадинский район,82257,42.455206,46.044821
Левашинский район,82234,42.446405,47.301088
Шамильский район,82246,42.396893,46.53478
Сергокалинский район,82244,42.374137,47.654988
Гунибский район,82216,42.354438,46.933506
Цунтинский район,82258,42.229931,45.921419
Акушинский район,82203,42.215154,47.364679
Лакский район,82232,42.144263,47.082312
Чародинский район,82259,42.12932,46.777127
Дагестанские Огни,82408,42.115189,48.193914
Кайтагский район,82223,42.09482,47.828668
Дахадаевский район,82218,42.086235,47.557674
Тляратинский район,82251,42.078747,46.45341
Дербент,82410,42.057669,48.288776
Дербентский район,82220,42.049073,48.271538
Кулинский район,82229,41.982391,47.237739
Табасаранский район,82248,41.924167,48.028418
Агульский район,82201,41.818491,47.57193
Хивский район,82255,41.784446,47.920512
Сулейман-Стальский район,82247,41.682686,48.13176
Рутульский район,82242,41.67119,47.192553
Магарамкентский район,82237,41.665303,48.34564
Курахский район,82230,41.609477,47.771455
Ахтынский район,82206,41.381243,47.592681
Докузпаринский район,82221,41.335076,47.872578
Нижний Новгород,22401,56.326887,44.005986
Дзержинск,22421,56.24143,43.45539
