pub_ID,pub_name,pub_town
66985,Globe,Newton St. Loe
66986,Groes Wen Inn,Penhow
66987,The Hart,Northampton
66988,The Tarpot,Benfleet
66989,The Brandling Arms,Newcastle Upon Tyne
6699,Greyhound Inn,Belper
66990,The Oak / Y Dderwen,Glyn Ceiriog
66991,La Tasca,EC2
66992,The Duck,Writtle
66993,The Anthonys Hotel,Kidwelly
66994,The Isis Bar @ the Grange hotel,EC3
66995,The Sterling,EC3
66996,The Carpenters Arms,E2
66997,Laurel Lounge,EC3
6700,The Hanging Gate,Shottle Gate
67004,The Fitch House,Great Dunmow
67005,Cottons,SW8
67007,The Cellar,Chelmsford
6701,The Eagle Tavern,Heage
67010,Smuggler's,Prestwick
67014,Swan at the Globe,SE1
67016,Clock Inn,Halesowen
67018,Fairfield,Halesowen
67021,Prague,E2
67025,The Ham & Cheese Country Inn,Scagglethorpe
67027,Draft House Chancery,EC4
67028,East London Liquor  Company,E3
6703,Holly Bush Inn,Makeney
67030,The Urban Bar,E1
67031,The Lumbertubs,Northampton
67034,The Old Post Office,Stevenage
67035,Bushel & Strike,Ashwell
67036,La Concha,Letchworth Garden City
67037,The Broadway Hotel,Letchworth Garden City
67038,St. George Hotel,Chatham
67039,The Ark,Glasgow
67040,The White Lion,Colsterworth
67042,White Horse,Cranbrook
67044,The Morgan,Malvern
67048,Waggon & Horses,Meltham
67049,Foresters Arms,Honley
6705,The Hop Inn,Belper
67050,Strongroom,EC2
67052,Kingsbridge Inn,Bourton-on-the-Water
67053,The Mad Hatter Wine Bar,Cirencester
67054,The Old New Inn,Bourton-on-the-Water
67055,The West Arms Hotel,Llanarmon Dyffryn Ceiriog
67056,The Exeter Inn,Clyst Honiton
67058,Black Horse Inn,Naunton
67059,Sherbourne Arms,Aldsworth
6706,No 44,Belper
67061,The Swan,Southrop
67062,The Bell Inn,Langford
67063,Savoy Country Inn,St. Clears
67064,Hean Castle Inn,Saundersfoot
67065,Sir John Falstaff,Higham
67066,The Stag,Wainscott
6707,The Kings Head,Duffield
67070,Mill Hotel,Sudbury
67071,The Wine Bar,Sudbury
67072,King William Inn,Catcott
67073,Gibson,EC1
67074,Bar Kick,E1
67077,Randy's,EC3
67079,The Royal Oak,Whatlington
67080,The Bank Corner,Alsager
67081,New Inn,Halse
67082,Rivington,EC2
67083,The Moorings at Myton,Leamington Spa
67084,Park Tavern,Landport
67085,Wheelers,EC2
67087,Magoos Bar,Henley-On-Thames
67088,Saracens Head,Henley-On-Thames
67089,Café Rouge,Henley-On-Thames
67091,Vogue Style Bar,Bedford
67095,Elements (Novotel),Reading
67096,Lamb Inn,North Petherton
67097,Royal Maritime Club,Portsmouth
671,The Swan Inn,Tockington
67108,Inn on the Cliff,Bournemouth
67109,Old Crown,Handsworth
6711,The Nags Head,Belper
67110,The Angel,Woodhouse
67111,The Bank,Brecon
67113,The Nib,Carnforth
67115,Manor Farm Barn,Southfleet
67117,Pier Hotel‎,Lower Upnor
67119,The Bull Inn,Newington
67122,The Nags Head‎,Lower Stoke
67125,Darlington Snooker Club,Darlington
67126,Newlands,Coventry
67127,George & Vulture,EC3
6713,The New Inn,Milford
67131,The Flying Horse (JD Wetherspoon),Gatwick Airport
67134,All Bar One,Reading
67139,The Ring O Bells,West Kirby
6714,The Old Kings Head,Belper
67140,Homebrew Tap,West Kirby
67142,Green Lodge Hotel,Hoylake
67143,The Quadrant,Hoylake
67145,Tides,Hoylake
67148,The Ship Inn,Conyer
67149,The Kirk Inn,Romaldkirk
67150,Marshpools Country Inn,Hereford
67154,Waveney House Hotel,Beccles
67158,The Flute,Liverpool
67159,Casa Bar,Liverpool
6716,Puss in Boots,Windley
67160,Roscoe Arms,Liverpool
67161,The Blarney Stone,Liverpool
67162,The Liffey,Liverpool
67163,Lady of Mann,Liverpool
67164,Cot 'n Bar,Liverpool
67165,The Cambridge,Liverpool
67166,The Crown Inn,Handsacre
67167,The Village,Wolverhampton
67168,The Boat,Wolverhampton
6717,The Queens Head,Belper
67170,Bar Dos Hermanos,Leicester
67172,The Merebrook,Bromborough
67173,Mississipi's,Spital
67176,Shillings Bar,New Ferry
67178,Rope & Anchor,Poole
67180,The Antelope,Poole
67182,The Roebuck Inn,Harrietsham
67186,The Plough,Upminster
67188,Hare & Hounds,Oldham
67189,Dion,EC4
6719,The Red Lion,Fritchley
67192,Paternoster Chop House,EC4
67193,Daly's Wine Bar,WC2
67198,The Exchange,Heswall
67199,The Castaway at The Liner Hotel,Liverpool
672,The Swan with Two Necks,Bristol
6720,The Riflemans Arms,Belper
67201,The Last Drop Inn,Lancaster
67203,Temple Brew House,WC2
67204,The Bricklayers Arms,Flaunden
67207,The Golden Cock Inn,Farnley Tyas
67212,Weavers,Diss
67213,The Compass Inn,Milton Malsor
67215,The Masons Arms,Branscombe
67217,Coldstream,Rednal
67219,No 69,Southsea
67220,The Eagle,Gateshead
67221,The Albion,Hull
67223,Snipe Inn,Oldham
67224,Bowling Green,Chorlton cum Hardy
67228,The Old Rectory,Callander
67229,Victoria Inn,Llanbedr
6723,The Spanker,Nether Heage
67233,Toby Carvery Badgers Mount,Halstead
67236,Five Bells,Halling
67237,Newnham Court Inn,Weavering
67238,Ashtar,SE1
6724,The Spotted Cow,Holbrook
67241,Billy's,Burton on Trent
67242,The Dog,Burton on Trent
67243,The Dial,Burton on Trent
67244,Fever,Burton on Trent
67255,The Clarendon Hotel,Wolverhampton
67258,Bottle & Glass,Dudley
67259,The Inn on the Shore,Downderry
67260,White Swan,Burntwood Green
67264,Brades Tavern,Round's Green
67265,The Bull,Rugby
67266,The Lawrence Sheriff,Rugby
67267,The Isles Inn,Portree
67268,The Old Crown,Birmingham
67270,Crown Inn,Cootham
67276,Cholmondeley Arms,Cholmondeley
67277,Clachan Inn,Dalry
67278,Kings Arms,Dalbeattie
67279,Bruce Hotel,Newton Stewart
6728,The Tavern,Belper
67280,Crown Hotel,Newton Stewart
67282,Glencairn Hotel,Newton Stewart
67284,The Dolphin,Ilminster
67287,Tafarn Ty Gwyn,Llanfairpwllgwyngyll
67288,Ramsbottom Tap,Ramsbottom
67289,New Inn,Ham
6729,The Lion,Belper
67291,Park Hotel,Colwyn Bay
67292,Plough Inn,Old Colwyn
67293,Marine Hotel,Old Colwyn
67294,Semaphore Lodge,Llysfaen
67295,Chainbridge Hotel,Berwyn
67296,Hand Hotel,Llangollen
67297,Lion Quays Inn,Weston Rhyn
67299,Fuggle's Chapter One,Worksop
673,Charlie's,Bristol
6730,Thorn Tree Inn,Belper
67300,Oddfellows Arms,Pulborough
67301,Kings Arms,Market Drayton
67303,Tudor House Hotel,Market Drayton
67305,Mill Farm,Cannock
67308,Dean Court Hotel,York
67309,White Bear,Stillington
6731,The Tiger,Turnditch
67311,Millers,Sleaford
67312,The Riverside Inn,Rawtenstall
67314,The Masons Arms,Waterfoot
67320,Greyhound,Tinsley Green
67321,The Oakfield,Chester
67323,The Harrow,Harrow
67324,Maya Pub,Harrow
67325,O'Neill's,Harrow
67326,Prince of Wales,Southall
67327,The Elizabethan,Whitefield
67328,St. Margarets Tavern,Prestwich
67329,Pinchitos,Royton
67331,Newhey Lodge,Newhey
67332,The Workers,Whitworth
67339,Squires,Lancaster
6734,The Wheel Inn,Holbrook
67342,The Badger Inn,Church Minshull
67343,Shrewsbury Arms,Little Budworth
67372,The Brewhouse,Bolton
67374,The Stonemasons,Ilminster
67377,The Stonegallows,Rumwell
67378,White Lodge,Taunton
67379,Brewer's Fayre O’Bridge,Taunton
67380,The Walnut Tree,North Petherton
67385,Kings Arms,Georgeham
67386,The Manor,Croyde
67387,Keepers Cottage Inn,Kentisbeare
67391,The Duke of York,Clyst Honiton
67393,Betty Cottles Inn,Graddon Cross
67394,Explorer,Tavistock
67396,Lee's Bar,Dawlish Warren
67397,White Horse Inn,Woodbury Salterton
67399,The Eagle Tavern,Buckland St. Mary
674,Tap & Barrel,Bristol
67401,Jolly Farmer,Horne
67403,The Masons Arms,Donisthorpe
67410,The Park,Manchester
67412,The Cocked Hat,Gosport
67415,Sandbrook,Rochdale
67418,Flawless,Lowestoft
67419,Bassa Villa,Bridgnorth
67420,Oddfellows,Wolverhampton
67421,The Draft House Farringdon,EC1
67424,Fox Tavern,Gosport
67425,Cirque,EC1
67426,The Lighthouse,EC2
67427,The Castle,Little Haven
67428,The Swan Inn,Little Haven
6743,Blazing Rag,Buxton
67432,Windsor Castle,Marple Bridge
67433,Northumberland Arms,Marple Bridge
67436,Stock Dove,Romiley
67437,The Railway,Stockport
67438,The Woodley Arms,Stockport
67439,Crown Inn,Bredbury
67440,The Rising Sun,Stockport
67442,The Pavilion,Weston Super Mare
67443,Borgue Hotel,Borgue
67445,Sulwath Brewery,Castle Douglas
67446,The Crown,Cirencester
67447,Nelsons Bar,Gosport
67448,The Squirrel,Ludlow
67450,The Pilot,Hull
67451,The Royal Charter,Hull
67452,The Crooked Billet,Hull
67453,The West Bulls,Hull
67455,King William IV,Cottingham
67456,The Fair Maid,Cottingham
67457,The Royal Oak,Bromyard Downs
67458,The Baiting House,Worcester
67459,Boston Brothers,Swindon
67461,The Fox,EC2
67462,The Barneby,Bredenbury
67463,Jays Bar,Cradley Heath
67464,The Cold Harbour,Swindon
67465,Manor Farm,Worcester
67467,One Eyed Dog,Southsea
67468,The Raven,Claines
6747,Charles Cotton Hotel,Hartington
67474,The Vineyard,Sittingbourne
67476,Beeses Riverside Bar & Tea Gardens,Bristol
67477,The Prince Albert,Copthorne
67479,Harvester The Timberdine,Worcester
6748,The Cheshire Cheese,Buxton
67480,The Barn Owl,Warndon
67481,The Portreeve,Laugharne
67482,Hallowed Belly,SW18
67483,The Fountain Inn,Laugharne
67484,Ring o' Bells,Boney Hey
67485,Plough & Harrow,Cradley Heath
67486,Harvester Cardinal Park,Ipswich
67487,Kennedy's @ The New President Hotel,Blackpool
67488,Dolly's @ The Cliffs Hotel,Blackpool
67489,Blacksmiths Inn,Ninfield
6749,The Church Inn,Chelmorton
67491,Beefeater Three Pears,Warndon
67496,Browns,EC2
67497,The Lampery,EC3
67498,The Head of Steam,Durham
675,Temple Inn,Temple Cloud
67500,The Boat Club,Durham
67502,Be At One,W6
67504,Kilderkin,Edinburgh
67506,The Harp & Castle,Edinburgh
67508,The Hussar,Hounslow
6751,Devonshire Arms,Peak Forest
67510,Harvester The Great Salterns Mansion,Baffins
67511,Hard Rock Cafe,W1
67512,Harry's Bar,EC4
67513,Just Gladwins,EC3
67514,Mahoe,EC4
67515,Cottage Spring,Dudley Wood
67516,Knights Bar (Simpsons),WC2
67517,Troy Bar,N1
67518,Blueberry,EC2
67520,The Lydiard,Swindon
67521,Pevensey Bay Aqua Club,Pevensey Bay
67522,Abadam Arms,Porthyrhyd
67523,Prince of Wales,Porthyrhyd
67524,Miller & Carter,Banbury
67526,Ship & Castle,Portsmouth
6753,The Devonshire Arms,Hartington
67530,The Old White Horse Inn,Pontneddfechan
67531,The Bobbing Apple,Bobbing
67532,The Kings Head,Sittingbourne
67533,Old Wirral Hundred,Great Sutton
67534,Harvester Stanney Oaks,Little Stanney
67535,Old Hall Farm,Little Stanney
67537,Bath Springs,Wigan
67538,Lockoford Inn,Chesterfield
67539,The Nags Head,Chesterfield
67540,The Olde House,Chesterfield
67541,Ridgeway Arms,Mosborough
67548,The Chequers Inn,Doddington
67549,Who'd a Thought It,Grafty Green
67551,Hare & Hounds,Stourbridge
67552,Cameo Bar,Edinburgh
67553,Davy's,EC2
67554,TGI Fridays,WC2
67556,The Refinery CityPoint,EC2
67558,Tank & Paddle,EC3
67559,Davy's at Plantation Place,EC3
6756,The Duke,Burbage
67560,Balls Brothers,EC3
67561,The Refreshment Rooms,Cymmer
67562,Oscars,Kelso
67563,Black Swan,Kelso
67564,The Cobbles,Kelso
67566,The Counting House,Edinburgh
67568,The Slug & Lettuce,Edinburgh
67569,52 Canoes,Edinburgh
6757,George Hotel,Tideswell
67570,Opium,Edinburgh
67571,BrewDog Edinburgh,Edinburgh
67572,Maxies,Edinburgh
67574,Hemma,Edinburgh
67575,Jazz Bar,Edinburgh
67576,Revolution,Edinburgh
67577,The Printing Press,Edinburgh
67578,Thistle Street Bar,Edinburgh
67579,Eastside,Edinburgh
67580,North Bridge,Edinburgh
67582,Element,Edinburgh
67583,The Rosehip,Edinburgh
67584,The Dome,Edinburgh
67585,Cafe Rouge,Edinburgh
67588,Slug and Lettuce,Edinburgh
67589,The Candy Bar,Edinburgh
67590,The Alexander Graham Bell (JD Wetherspoon),Edinburgh
67591,The Magnum,Edinburgh
67592,Browns,Edinburgh
67593,Treacle,Edinburgh
67594,Ox,Edinburgh
67595,The Newsroom,Edinburgh
67596,The Balmoral Bar,Edinburgh
67597,Iychicoo Bar @ The Radisson Hotel,Edinburgh
67599,Whiski,Edinburgh
67600,Filling Station,Edinburgh
67601,Saint Giles,Edinburgh
67602,Divino Enoteca,Edinburgh
67603,Le Monde,Edinburgh
67606,Ocean Bar,Edinburgh
67607,The Shack,Edinburgh
67608,TGI Friday's,Edinburgh
6761,Kings Head,Buxton
67610,Hard Rock Cafe,Edinburgh
67611,The Filling Station,Edinburgh
67612,Wash Bar,Edinburgh
67613,Elio's,Edinburgh
67615,OX184,Edinburgh
67616,Zucchero Cafe Bar,Edinburgh
67617,Sasso,Edinburgh
67618,The Wicket Gate (Lloyds No.1),Chester Le Street
67619,The Albany Palace (Lloyds No. 1),Trowbridge
67621,Brynffynon Hotel,Ynysybwl
67623,Bacchus,Glasgow
67624,The Piper,Glasgow
67625,The Steps Bar,Glasgow
67626,Merchants,Glasgow
67627,Maggie Mays,Glasgow
67628,Bar Soba,Glasgow
67629,TGI Fridays,Glasgow
6763,The London Road,Buxton
67631,Waxy O'Connor's,Glasgow
67632,Walkabout,Glasgow
67636,Bar Budda,Glasgow
67637,Nico's,Glasgow
67638,Mini Bar,Glasgow
6764,Miltons Head,Buxton
67642,The Iron Horse,Glasgow
67646,The Jolly Colliers,Heanor
67647,Mossley Tavern,Rugeley
67648,Cock Inn,Ide Hill
67649,Davy's at St James's,SW1
67652,Strand Palace Hotel,WC2
67653,Joe's,NW1
67654,Belgo Noord,NW1
67656,Stonebridge Inn,Durham
67657,Cellar Door,Durham
67658,The Whistle Stop,Edinburgh
6766,The New Inn,Buxton
67664,Stags Head,North Stainley
67665,The Black Lion Inn,Skelton on Ure
67666,George & Dragon,Melmerby
67667,The Crown Inn,Grewelthorpe
67668,Cookhouse & Pub,Round's Green
67669,Half Penny Farm,Langley
6767,Ye Olde Butchers Arms,Longnor
67670,Cafe Rouge,N6
67671,Goffs Manor,Crawley
67673,Crown Hotel,Middlesmoor
67674,The Bridge Inn,Pateley Bridge
67676,The Beer House,Speke
67679,The Sandpiper (JD Wetherspoon),Paisley
6768,The Old Clubhouse,Buxton
67680,The Sanderling (JD Wetherspoon),Paisley
67681,The Cross Keys (JD Wetherspoon),Peterhead
67682,The Corn Exchange (JD Wetherspoon),Arbroath
67684,Doo'cot Road House,Edinburgh
67685,The White Lady (JD Wetherspoon),Edinburgh
67687,The Far Canal,Wrantage
67690,Prince Albert,NW1
67692,The Retreat (Corner House Hotel),Taunton
67693,Rubix,Hereford
67694,Plough Inn,Stoke Lacy
67695,Longstone Inn,Edinburgh
67697,Dog & Gun,Wolverhampton
67698,Elephant and Castle,Bolton
67699,The Dragonfly,Bolton
67702,The Bar,Bolton
67703,Barristers,Bolton
67706,Courthouse,Bolton
67707,Bamboogy,Bolton
67708,Kahiki Hideout,Bolton
67709,The Brewery Tap,Chester
6771,The Parks Inn,Buxton
67710,The Ship Inn,Handbridge
67712,Westsider,Edinburgh
67713,Malones,Edinburgh
67714,Royal Exchange,EC3
67717,Hanging Gate,Weaverham
67720,Bridge of Lochay Hotel,Killin
67721,Falls of Dochart Inn,Killin
67722,Killin Hotel,Killin
67723,Llwyncelyn Hotel,Porth
67724,Monboddo,Edinburgh
67725,Ashleys,Shrewsbury
67726,Cafe Rouge,NW3
67729,Toby Carvery Martello Inn,Clacton-On-Sea
6773,Queens Arms,Taddington
67734,The Green House,Belper
67735,Fox at Roby Mill,Roby Mill
67736,The Star Inn,Roby Mill
67737,Gathurst Station Inn,Gathurst
67739,Gilesgate Moor Hotel,Durham
6774,Queens Head Hotel,Buxton
67740,Toby Carvery Bathgate Farm,Bathgate
67741,The Mousetrap,Edinburgh
67742,Brauhaus,Edinburgh
67743,The Raging Bull,Edinburgh
67744,The Grays Mill,Edinburgh
67745,The Watermill,Carlton Miniott
67746,Blind Tiger,Rawtenstall
67747,The Park Bistro,Linlithgow
67750,Akva,Edinburgh
67757,The Stables,Hereford
67758,The Botany Bay,Broadstairs
67760,The Bell House,Eastwood
67762,Railway Inn,Chorley
67763,The Crown,Walney
67764,Hogarths,Hereford
67765,The Riding House,W1
67769,Manicomio,EC2
67770,Mint Leaf Lounge,EC2
67771,Nordic Bar,W1
67772,Evenwood Farm,Runcorn
67773,The White Stag,Strathyre
67774,The Ormsgill,Barrow-In-Furness
67775,Cheshire Cheese Inn,Middlewich
67776,Allan Ramsey Hotel,Carlops
67777,Prestoungrange Gothenburg,Prestonpans
67778,The Diamond,Londonderry
67779,The Old Courthouse,Coleraine
67782,Cuttle Bridge Inn,Minworth
67783,Stirlings,Birmingham
67786,The Nickelodeon,Wednesfield
67789,Bar Epernay,Birmingham
67790,The O Bar,Birmingham
67791,52 Gas Street,Birmingham
67792,Strada,Birmingham
67793,Angels Share ,Edinburgh
67794,Sygn,Edinburgh
67796,The Commercial Hotel,Haslingden
6780,Star Inn,Tideswell
67802,Henry's,Kingston Upon Thames
67807,The Mill,Kingston Upon Thames
67808,Popworld,Preston
6781,The Old Sun Inn,Buxton
67810,Slaters Bar,Liverpool
67811,Vernon Arms,Liverpool
67812,Central Commercial Hotel,Liverpool
67813,Red Cow,Smethwick
67819,Harvester David Copperfield,Broadstairs
67825,Duke of York,Dover
67828,McHugh's,Belfast
67829,The John Hewitt,Belfast
67830,The Woodman Inn,Burneston
67831,Sportsmans Arms,Wath in Nidderdale
67832,Royal Oak Inn,Dacre Banks
67835,Westerton Arms,Bridge Of Allan
67836,The Queen's Hotel,Bridge Of Allan
67838,The Raven,Llanarmon-Yn-Ial
67839,The Greenland Fishery,Neston
67841,Byre Inn,Brig O'Turk
67842,Station Hotel,Larbert
67843,Red Cat,Greasby
67844,Oak,Greasby
67845,The Tap,Eastham
67848,Bridport Arms,West Bay
67849,The Saughall,Wirral
67850,The Graveberie Inn,Greasby
67857,The Great Mogul,Maghull
67858,Hightown Hotel,Hightown
67859,The Holly Bush,Cefn Y Bedd
67860,The Wheatsheaf,Ness
67861,Cafe Habana,Edinburgh
67862,Slug & Lettuce,Birmingham
6787,Ye Olde Cheshire Cheese Inn,Longnor
67870,Gilpin Bridge Inn,Levens
67871,The Derby Arms,Witherslack
67878,The Bay Horse,Formby
67881,The Packet Steamer,Bootle
67884,The Bowling Green Hotel,Wrexham
67885,The Rake,Eastham
67887,Cafe Sol Dos,SW4
67888,Cafe Wanda,SW4
67892,La Rueda,SW4
67895,Adventure Bar,SW4
67898,Le Pot Lyonais,SW8
67899,Noiya,SW11
6790,The Albert Inn,Mastin Moor
67902,The Paddock,Penally
67906,The Heather Brow,Prenton
67907,Houlihans,Prenton
67910,Billy's,Longridge
67912,The Lord Nelson,Hoylandswaine
67913,Moka,Preston
67914,Toby Carvery Runwell,Runwell
67915,Baileys Court Inn,Bristol
67916,Carr Mill,Carr Mill
67917,Toby Carvery Waterside,St. Helens
67918,Graze,Bristol
6792,The Alma,Chesterfield
67920,Watergates Bar,Chester
67921,Good Brothers,Edinburgh
67922,Red Lion,Brierley Hill
67923,Ninety Degrees at Carltons,Southampton
67924,Seymours,Southampton
67925,Simons at Oxfords,Southampton
67926,The Granary,Elgin
67928,The Stable Bar (Laichmoray Hotel),Elgin
6793,Chandlers,Chesterfield
67930,The Vic,West Bromwich
67933,Rumba,Southampton
67935,Dalriada,Edinburgh
67936,Teuchters Landing,Edinburgh
67939,The Clock Tower,Muxton
6794,The Anchor Inn,Clowne
67940,Foresters Arms,Hadley
67941,Hop and Vine,Hadley
67943,Lord Hill,Ketley Bank
67944,Old Post Office,Linlithgow
67945,The Refinery Bankside,SE1
67946,Auberge,SE1
67950,Mau Mau,W11
67951,Miller & Carter,Wollaton
67952,Black Lion Hotel,Pontrhydfendigaid
67953,Red Lion,Pontrhydfendigaid
67954,Normandie,Tenby
67955,The Cove Inn,Tenby
67956,The Duke of Sussex,SE1
67959,Bar 85,Hitchin
6796,The Anchor,Chesterfield
67960,Deep Blue,Southsea
67962,The Old Oak,Redhill
67964,Coast Bar @ Royal Beach Hotel,Southsea
67965,The Widders,Halesowen
67968,The Crown Rivers (JD Wetherspoon),Heathrow Airport
67970,CuVee VIII,Esher
67972,The Albion Inn,Tipton
67974,The Red House,Marsh Benham
67975,The Robin Hood,Salford
67976,The Ballencrieff,Bathgate
67977,The Hanbury Arms,N1
6798,The Angel Inn,Clowne
67982,Crofters,Witham
67985,The Regent,N1
67986,Seashells Lounge Bar,Hythe
67987,Montpeliers,Edinburgh
67988,The Tobacco Factory,Bristol
67989,The Malago,Bristol
67990,The Beaufort Hotel,Chepstow
67991,Lime Tree,Chepstow
67992,Sutherlands,Gateshead
67994,Bisque @ The Bruntsfield Hotel,Edinburgh
67995,Mid Calder Inn,Mid Calder
67996,Brucefield Farm,Livingston
68,The GPT Smokehouse,Bath
6800,Blacksmiths Arms,Calow
68002,Katzenjammers,SE1
68003,The Boars Head,Bishops Castle
68004,Admiral Benbow,Penzance
68005,The Punch House,Monmouth
68006,The Hand in Glove,Worcester
68007,The Adderley Park,Saltley
68008,Rodizio Rico,N1
68009,Gallipoli Cafe,N1
6801,Apollo Inn,Barlborough
68010,Blunsdon House Hotel,Swindon
68013,Yew Tree Inn,Cauldon
68015,Sportsman,Chatteris
68016,The Butchers Arms,Parson Drove
68017,The Wheel Inn,Wisbech St. Mary
68019,The Case,Wisbech
6802,Ark Tavern,Brimington
68020,Newbridge Inn,Newbridge
68021,Wiremill Social Club,Musselburgh
68022,Bunker,Edinburgh
68023,Barrel House Bar,Edinburgh
68024,Tamsons,Edinburgh
68025,Joseph Pearce,Edinburgh
68026,The Crown,Outwell
68029,The Crown,Albrighton
6803,Arkwright Arms,Duckmanton
68030,Plough Inn,Allscott
68031,Yew Tree Inn,All Stretton
68032,Three Horseshoes,Alveley
68033,The Four Crosses,Bicton
68038,The Clive,Bromfield
68039,Able's Harp,Bromlow
6804,The Badger,Chesterfield
68040,Sitwell Arms,Bucknell
68041,The Rose & Crown,Tenbury Wells
68042,Boyne Arms,Burwarton
68043,Wheatsheaf Inn,Chetwynd Aston
68044,Herbert Arms,Chirbury
68045,Duck Inn,Chorley
68046,Housmans,Church Stretton
68048,Woodbridge Inn,Coalport
68049,Leaking Tap,Cockshutt
6805,Shooters,Chesterfield
68050,Old Hand & Diamond,Coedway
68051,Riverside Inn,Cound
68052,Bell Inn,Cross Houses
68053,Dorrington's Horseshoes,Dorrington
68054,Smoke Stop,Ford
68057,Howard Arms,Ditton Priors
68058,Halfway House Inn,Eardington
68059,Colliers Arms,Coreley
6806,The Barley Mow,Chesterfield
68060,Dog & Bull,Coton
68062,Stokesay Inn,Craven Arms
68063,Market Hotel,Ellesmere
68065,Rileys Sports Bar,SW1
68066,Mint Leaf Bar,SW1
68069,The Centurion Bar,Newcastle Upon Tyne
68072,The Anchor,Musselburgh
68073,Halfway House,Halfway House
68074,Ship Inn,Highley
68075,The Green Dragon,Little Stretton
68076,The Bradford Arms,Llanymynech
68077,Red Lion,Longden
68078,Mytton Arms,Pontesbury
68079,Plume of Feathers,Harley
6808,The Barrel,Chesterfield
68081,Stables Inn,Hopesgate
68083,Dickin Arms,Loppington
68084,The Wingfield Arms,Montford Bridge
68085,Horse & Jockey,Northwood
68086,Miners Arms,Priest Weston
68087,White Horse Inn,Pulverbatch
68088,Elephant & Castle,Shawbury
68089,Stanton Arms,Stanton Upon Hine Heath
68090,Stiperstones Inn,Shrewsbury
68091,Horseshoe Inn,Uckington
68092,River & Rail,Hampton Loade
68093,The Unicorn Inn,Hampton Loade
68094,Danery,Quatford
68095,Down Inn,The Down
68096,The Flagship,Blackpool
68098,The Queens At Horton,Horton
68099,Huntsman Inn,Little Wenlock
68100,Tayleur Arms,Longdon-upon-Tern
68101,Randlay Farmhouse,Stirchley
68102,Toby Carvery Telford,Shawbirch
68103,Woolpack,Shawbirch
68104,The Duck at Allscott,Allscott
68106,Grove Inn,Walcot
68108,Horseshoe Inn,Llanyblodwel
68109,Black Horse,Maesbrook
6811,The Black Bull,Bolsover
68110,Navigation Inn,Maesbury Marsh
68111,Original Ball,Maesbury Marsh
68112,Miners Arms,Morda
68113,Queens Head Hotel,Queens Head
68114,Greyhound Inn,St Martins
68115,Royal Oak Inn,Treflach
68116,Bennetts End Inn,Knowbury
68118,Raven Hotel,Much Wenlock
6812,The Black Swan,Ashover
68120,Inn on the Green,Wentnor
68122,Broadfields Bar,Edinburgh
68123,Copper Face Jacks @ Norbreck Castle Hotel,Blackpool
68124,Powis Arms,Lydbury North
68125,Station Inn,Marshbrook
68126,The Apple Tree,Onibury
68127,Sutherland Arms,Tibberton
68128,Royal Oak,Rudge Heath
68129,Horseshoes Inn,Tilstock
6813,Blue Bell Inn,North Wingfield
68130,Bell Inn,Tong
68131,Affcot Lodge,Upper Affcot
68132,The Plough Inn,Wall-under-Heywood
68134,The Waterdine,Llanfair Waterdine
68135,Dolphin,Llanymynech
68136,Sun Inn,Marton
68138,The Murrayfield Hotel,Edinburgh
68139,Tower Inn,Tranent
6814,The Blue Bell,Chesterfield
68140,Sheffield Tap,Sheffield
68144,Eclipse,Bury
68146,Tenby House Hotel,Tenby
68148,The Arthur Robertson (JD Wetherspoon),Perry Barr
68149,Swany's,Edinburgh
6815,The Blue Bell,Bolsover
68150,The Falls,Aysgarth
68156,Portland Bar,Edinburgh
68157,The Dog & Badger,Medmenham
6816,The Blue Stoops,Chesterfield
68160,XanderS,Blackpool
68161,Norman Jepson,Preston
68162,The Compasses,Stansfield
68163,Halley's,Dundee
68164,The Cromwell,Banbury
68166,The Railway,Greenford
68167,Howley Hotel,Warrington
68168,Kiss Me Hardy,SW19
68169,Frankie & Benny's,Romford
6817,The Victoria,Chesterfield
68171,Frankie & Benny's,Norwich
68172,Frankie & Benny's,SW19
68173,Paradise Palms,Edinburgh
68174,Papillon,Edinburgh
68175,The Black Swan,Leyburn
68176,The Pembroke,Coulsdon
68177,The Smugglers Inn,Coulsdon
68178,The Huxley ,Edinburgh
68179,The Swan,Wembley
6818,The Boot & Shoe Inn,Grassmoor
68181,Ramblers Rest,Chipstead
68182,The Queens Head,Finghall
68183,Richard III,Middleham
68184,The Pheasant Inn,Harmby
68185,Fitz's @ Principal Hotel,WC1
68186,Flannery's Bar,Wembley
68187,The Beer House at Charing Cross,WC2
68188,Builders Arms,Leamington Spa
68189,Hope & Anchor,Leamington Spa
6819,Boythorpe Inn,Chesterfield
68190,Somerville Arms,Leamington Spa
68191,Coulsdon Manor Hotel,Coulsdon
68192,The Old Post Office,Wallingford
68193,Kenley Hotel,Kenley
68194,Ring O Bells,Bath
68195,The Bakers,Basingstoke
68196,Bath Inn,Penzance
68197,First Class Sports Bar,Wembley
68199,The Overdraught,Park Street
6820,The Tap House,Chesterfield
68201,Chaophraya Bar,Manchester
68202,The Grange,Fauldhouse
68203,Lammies,Fauldhouse
68204,Crown Inn,Chiddingfold
68207,The Windermere,Wembley
68208,Hare & Hounds,Hasbury
68209,The Flotterstone Inn,Penicuik
68210,Waterfront,Barton Under Needwood
68211,Shandwicks,Edinburgh
68212,Blue Check,Wembley
68213,The Crock of Gold,Wembley
68214,The Corner House,Wembley
